time_s,force_N,weight_g
925.612,2.615809,266.9847
926.05,2.617023,267.1086
926.487,2.615988,267.003
926.924,2.616644,267.0699
927.362,2.616432,267.0483
927.799,2.615385,266.9414
928.236,2.615585,266.9618
928.673,2.615454,266.9485
929.111,2.615577,266.961
929.548,2.614008,266.8008
929.985,2.614464,266.8474
930.423,2.615153,266.9177
930.86,2.614142,266.8146
931.297,2.61501,266.9031
931.735,2.615149,266.9173
932.172,2.614925,266.8944
932.61,2.615181,266.9206
933.047,2.615014,266.9036
933.484,2.61532,266.9348
933.921,2.615825,266.9863
934.359,2.616832,267.0891
934.796,2.617565,267.1639
935.233,2.616681,267.0737
935.671,2.616978,267.104
936.108,2.61682,267.0878
936.545,2.616807,267.0865
936.983,2.616314,267.0363
937.42,2.618356,267.2446
937.857,2.618283,267.2371
938.295,2.618503,267.2596
938.732,2.618955,267.3058
939.169,2.620133,267.426
939.607,2.61944,267.3553
940.044,2.619334,267.3445
940.481,2.620507,267.4642
940.919,2.621339,267.5491
941.356,2.62065,267.4788
941.793,2.622468,267.6643
942.231,2.623136,267.7325
942.668,2.623107,267.7296
943.105,2.624167,267.8377
943.543,2.623984,267.819
943.98,2.623311,267.7504
944.417,2.623926,267.8132
944.855,2.624301,267.8515
945.292,2.623609,267.7808
945.729,2.624546,267.8764
946.167,2.625512,267.975
946.604,2.62475,267.8972
947.041,2.624371,267.8586
947.479,2.624774,267.8997
947.916,2.624318,267.8531
948.353,2.623421,267.7616
948.791,2.623849,267.8053
949.228,2.624412,267.8627
949.665,2.623931,267.8136
950.103,2.624065,267.8274
950.54,2.624725,267.8947
950.977,2.625801,268.0045
951.415,2.625023,267.9251
951.852,2.625316,267.955
952.289,2.625353,267.9587
952.727,2.624497,267.8714
953.164,2.62574,267.9983
953.601,2.626103,268.0353
954.039,2.625927,268.0174
954.476,2.624701,267.8922
954.913,2.626278,268.0532
955.351,2.625455,267.9691
