time_s,force_N,weight_g
1251.405,2.838414,289.705
1251.842,2.839624,289.8286
1252.279,2.83975,289.8414
1252.716,2.840056,289.8726
1253.154,2.84145,290.0149
1253.591,2.840965,289.9654
1254.028,2.840896,289.9583
1254.465,2.841661,290.0365
1254.903,2.841633,290.0336
1255.34,2.841568,290.0269
1255.777,2.840977,289.9666
1256.215,2.841071,289.9762
1256.652,2.841527,290.0228
1257.089,2.842032,290.0744
1257.526,2.841747,290.0452
1257.964,2.84244,290.1159
1258.401,2.84176,290.0465
1258.838,2.842167,290.0881
1259.276,2.842615,290.1339
1259.713,2.842611,290.1335
1260.15,2.842582,290.1305
1260.587,2.84222,290.0935
1261.025,2.841189,289.9883
1261.462,2.84301,290.1742
1261.899,2.842746,290.1472
1262.337,2.843556,290.2299
1262.774,2.843736,290.2482
1263.211,2.843361,290.2099
1263.648,2.84396,290.2711
1264.086,2.844616,290.338
1264.523,2.844828,290.3597
1264.96,2.844351,290.311
1265.398,2.844441,290.3202
1265.835,2.845529,290.4312
1266.272,2.845325,290.4104
1266.71,2.845374,290.4154
1267.147,2.846091,290.4886
1267.584,2.846735,290.5543
1268.021,2.846421,290.5223
1268.459,2.847228,290.6046
1268.896,2.84742,290.6242
1269.333,2.846878,290.5689
1269.77,2.847591,290.6417
1270.208,2.846446,290.5248
1270.645,2.846266,290.5065
1271.082,2.846686,290.5493
1271.52,2.846674,290.5481
1271.957,2.84667,290.5477
1272.394,2.847636,290.6463
1272.831,2.847672,290.65
1273.269,2.848813,290.7664
1273.706,2.848895,290.7747
1274.143,2.848765,290.7615
1274.581,2.849857,290.873
1275.018,2.850704,290.9595
1275.455,2.851218,291.0118
1275.892,2.851629,291.0539
1276.33,2.852815,291.1749
1276.767,2.851515,291.0422
1277.204,2.853166,291.2107
1277.641,2.853206,291.2148
1278.079,2.854148,291.3109
1278.516,2.85414,291.3101
1278.953,2.854747,291.372
1279.391,2.855252,291.4236
1279.828,2.854967,291.3945
1280.265,2.855957,291.4956
1280.702,2.855439,291.4427
1281.14,2.855541,291.4532
