time_s,force_N,weight_g
1162.635,3.638925,371.4099
1163.072,3.639724,371.4914
1163.509,3.640706,371.5916
1163.947,3.63954,371.4727
1164.384,3.639659,371.4847
1164.821,3.639357,371.4539
1165.258,3.639475,371.466
1165.696,3.639055,371.4231
1166.133,3.639516,371.4702
1166.57,3.639186,371.4365
1167.008,3.638562,371.3728
1167.445,3.639129,371.4307
1167.882,3.63899,371.4165
1168.32,3.639553,371.4739
1168.757,3.638896,371.4069
1169.194,3.639789,371.498
1169.631,3.639768,371.4959
1170.069,3.640416,371.5621
1170.506,3.640983,371.6199
1170.943,3.642022,371.726
1171.381,3.642328,371.7572
1171.818,3.642308,371.7551
1172.255,3.643436,371.8703
1172.693,3.643293,371.8557
1173.13,3.643888,371.9164
1173.567,3.644276,371.956
1174.005,3.644337,371.9622
1174.442,3.64395,371.9227
1174.879,3.644589,371.988
1175.316,3.643725,371.8998
1175.754,3.644369,371.9655
1176.191,3.644186,371.9468
1176.628,3.643921,371.9197
1177.066,3.643945,371.9223
1177.503,3.645523,372.0833
1177.94,3.643102,371.8362
1178.377,3.643375,371.864
1178.815,3.643106,371.8366
1179.252,3.643941,371.9218
1179.689,3.643114,371.8374
1180.127,3.643155,371.8416
1180.564,3.643587,371.8857
1181.001,3.641819,371.7052
1181.438,3.640865,371.6078
1181.876,3.641847,371.708
1182.313,3.642365,371.7609
1182.75,3.641472,371.6698
1183.188,3.641769,371.7002
1183.625,3.642483,371.7729
1184.062,3.640657,371.5866
1184.499,3.640685,371.5895
1184.937,3.641341,371.6565
1185.374,3.641341,371.6565
1185.811,3.642136,371.7376
1186.248,3.642104,371.7343
1186.686,3.64256,371.7809
1187.123,3.641545,371.6773
1187.56,3.642405,371.765
1187.998,3.642181,371.7422
1188.435,3.641994,371.723
1188.872,3.642169,371.7409
1189.309,3.642254,371.7497
1189.747,3.642967,371.8224
1190.184,3.642535,371.7784
1190.621,3.643778,371.9052
1191.059,3.644006,371.9285
1191.496,3.644255,371.9539
1191.933,3.644691,371.9984
1192.371,3.644341,371.9626
