time_s,force_N,weight_g
2259.936,1.187354,121.1882
2260.374,1.186991,121.1512
2260.811,1.187598,121.2132
2261.248,1.187333,121.1861
2261.686,1.188645,121.3201
2262.123,1.188886,121.3446
2262.56,1.18891,121.3471
2262.998,1.189738,121.4315
2263.435,1.189269,121.3837
2263.872,1.190699,121.5297
2264.31,1.190748,121.5347
2264.747,1.191494,121.6108
2265.184,1.191421,121.6033
2265.622,1.19162,121.6237
2266.059,1.191217,121.5825
2266.496,1.191559,121.6174
2266.933,1.191078,121.5684
2267.371,1.191567,121.6183
2267.808,1.191995,121.6619
2268.245,1.192452,121.7085
2268.683,1.192321,121.6952
2269.12,1.191433,121.6046
2269.557,1.190744,121.5343
2269.995,1.189538,121.4111
2270.432,1.190638,121.5235
2270.869,1.188682,121.3238
2271.307,1.188605,121.3159
2271.744,1.187998,121.2539
2272.181,1.187517,121.2049
2272.619,1.186649,121.1162
2273.056,1.187545,121.2078
2273.493,1.187048,121.157
2273.931,1.187957,121.2498
2274.368,1.187521,121.2053
2274.805,1.188804,121.3363
2275.243,1.189929,121.4511
2275.68,1.190398,121.4989
2276.117,1.190769,121.5368
2276.555,1.190227,121.4814
2276.992,1.190553,121.5147
2277.429,1.191608,121.6224
2277.867,1.19195,121.6574
2278.304,1.192134,121.6761
2278.742,1.192016,121.664
2279.179,1.192505,121.7139
2279.616,1.193413,121.8067
2280.054,1.193291,121.7942
2280.491,1.194436,121.9111
2280.928,1.194375,121.9049
2281.366,1.195166,121.9855
2281.803,1.196013,122.0721
2282.24,1.196188,122.09
2282.678,1.196282,122.0995
2283.115,1.196739,122.1461
2283.552,1.197643,122.2384
2283.99,1.197219,122.1952
2284.427,1.197325,122.206
2284.864,1.199045,122.3815
2285.302,1.199836,122.4622
2285.739,1.199852,122.4639
2286.176,1.199766,122.4551
2286.614,1.198951,122.3719
2287.051,1.200084,122.4876
2287.488,1.200166,122.4959
2287.926,1.200508,122.5308
2288.363,1.201649,122.6473
2288.8,1.20248,122.7321
2289.238,1.202586,122.743
2289.675,1.202982,122.7833
