time_s,force_N,weight_g
2374.081,0.732869,74.8009
2374.519,0.732559,74.7693
2374.956,0.733256,74.8404
2375.393,0.733521,74.8674
2375.831,0.734092,74.9256
2376.268,0.732767,74.7905
2376.705,0.733757,74.8915
2377.143,0.733647,74.8803
2377.58,0.734193,74.9361
2378.017,0.73313,74.8275
2378.455,0.733419,74.857
2378.892,0.733431,74.8583
2379.329,0.733403,74.8554
2379.767,0.733513,74.8666
2380.204,0.733647,74.8803
2380.641,0.733998,74.9161
2381.079,0.734128,74.9294
2381.516,0.735555,75.075
2381.953,0.735404,75.0596
2382.391,0.735228,75.0417
2382.828,0.736044,75.1249
2383.265,0.735212,75.04
2383.703,0.735367,75.0558
2384.14,0.735314,75.0504
2384.577,0.734662,74.9839
2385.015,0.735098,75.0284
2385.452,0.735176,75.0363
2385.889,0.734519,74.9693
2386.327,0.734968,75.0151
2386.764,0.73489,75.0072
2387.202,0.734324,74.9494
2387.639,0.734687,74.9864
2388.076,0.735555,75.075
2388.514,0.735449,75.0642
2388.951,0.735245,75.0434
2389.388,0.735709,75.0908
2389.826,0.735897,75.1099
2390.263,0.736288,75.1498
2390.7,0.737046,75.2272
2391.138,0.736541,75.1756
2391.575,0.73595,75.1153
2392.012,0.736166,75.1374
2392.45,0.736317,75.1528
2392.887,0.736272,75.1482
2393.324,0.736952,75.2176
2393.762,0.735917,75.112
2394.199,0.735986,75.1191
2394.636,0.735461,75.0654
2395.074,0.73566,75.0858
2395.511,0.735355,75.0546
2395.948,0.735098,75.0284
2396.386,0.734907,75.0088
2396.823,0.73445,74.9622
2397.26,0.735094,75.028
2397.698,0.734829,75.0009
2398.135,0.73467,74.9847
2398.572,0.735106,75.0292
2399.01,0.733676,74.8832
2399.447,0.733187,74.8333
2399.884,0.732747,74.7884
2400.322,0.732205,74.7331
2400.759,0.730493,74.5584
2401.196,0.731121,74.6225
2401.634,0.731157,74.6262
2402.071,0.729686,74.476
2402.508,0.730004,74.5085
2402.946,0.729495,74.4565
2403.383,0.72945,74.4519
2403.82,0.729014,74.4074
