time_s,force_N,weight_g
259.317,5.407205,551.8907
259.754,5.430151,554.2328
260.191,5.420251,553.2224
260.629,5.401365,551.2947
261.066,5.416145,552.8033
261.503,5.415434,552.7307
261.94,5.400744,551.2314
262.378,5.409405,552.1153
262.815,5.418807,553.0749
263.252,5.402891,551.4504
263.689,5.397535,550.9038
264.126,5.77751,589.6862
264.564,5.574453,568.9611
265.001,5.477316,559.0468
265.438,5.433994,554.6251
265.875,3.828123,390.7205
266.313,5.239322,534.7556
266.75,5.264482,537.3237
267.187,5.298017,540.7464
267.624,5.288592,539.7844
268.061,6.346778,647.7891
268.499,5.516148,563.0101
268.936,5.49603,560.9568
269.373,5.173257,528.0127
269.81,0.961543,98.1407
270.248,5.20222,530.9688
270.685,5.211024,531.8674
271.122,9.851006,1005.4509
271.559,9.246685,943.7704
271.997,5.570859,568.5943
272.434,5.52952,564.3749
272.871,0.105082,10.7252
273.308,3.223142,328.9726
273.745,5.247937,535.6349
274.183,5.258873,536.7512
274.62,5.270476,537.9354
275.057,5.25824,536.6865
275.494,5.477823,559.0985
275.932,8.20198,837.1417
276.369,6.968048,711.1995
276.806,5.504107,561.7811
277.243,5.102299,520.7703
277.681,-0.147901,-15.0956
278.118,4.492718,458.5529
278.555,5.224687,533.2619
278.992,5.252318,536.0822
