time_s,force_N,weight_g
2192.363,3.864247,394.4075
2192.8,3.863895,394.3716
2193.237,3.863675,394.3491
2193.674,3.864704,394.4541
2194.111,3.865949,394.5813
2194.548,3.864292,394.4121
2194.985,3.866076,394.5942
2195.422,3.867755,394.7655
2195.859,3.867064,394.6951
2196.296,3.867534,394.743
2196.733,3.871128,395.1099
2197.17,3.871463,395.144
2197.607,3.870675,395.0635
2198.044,3.873488,395.3508
2198.481,3.876241,395.6317
2198.918,3.875502,395.5563
2199.355,3.877483,395.7584
2199.792,3.87919,395.9326
2200.229,3.877307,395.7405
2200.666,3.875943,395.6013
2201.103,3.87852,395.8643
2201.54,3.877981,395.8093
2201.977,3.874648,395.4691
2202.414,3.877009,395.7101
2202.851,3.880154,396.031
2203.288,3.875633,395.5696
2203.725,3.875277,395.5333
2204.162,3.878471,395.8593
2204.599,3.8758,395.5867
2205.036,3.874219,395.4254
2205.473,3.876617,395.67
2205.91,3.879716,395.9864
2206.347,3.875796,395.5863
2206.784,3.876968,395.7059
2207.221,3.879529,395.9673
