time_s,force_N,weight_g
546.168,-0.026111,-2.6651
546.605,-0.025798,-2.633
547.043,-0.025508,-2.6035
547.48,-0.025802,-2.6335
547.918,-0.025665,-2.6195
548.355,-0.025693,-2.6224
548.792,-0.025415,-2.594
549.23,-0.025769,-2.6302
549.667,-0.02558,-2.6109
550.105,-0.026236,-2.6778
550.542,-0.026067,-2.6606
550.98,-0.026063,-2.6602
551.417,-0.026482,-2.7029
551.854,-0.019975,-2.0387
552.292,0.291981,29.8013
552.729,1.264818,129.0947
553.167,-0.027141,-2.7702
553.604,-0.025105,-2.5624
554.041,-0.024723,-2.5234
554.479,-0.025673,-2.6203
554.916,-0.025725,-2.6256
555.354,-0.025528,-2.6055
555.791,-0.024586,-2.5094
556.228,-0.024631,-2.5139
556.666,-0.025862,-2.6396
557.103,-0.508003,-51.8497
557.541,-2.317272,-236.5143
557.978,-0.862267,-88.0079
558.415,-0.02626,-2.6803
558.853,-0.026739,-2.7291
559.29,-0.026683,-2.7234
559.728,-0.027323,-2.7887
560.165,-0.02723,-2.7793
560.602,-0.027097,-2.7657
561.04,-0.026868,-2.7423
561.477,-0.026465,-2.7012
561.915,-0.027536,-2.8105
562.352,0.334659,34.1573
562.789,3.36027,342.9687
563.227,2.537245,258.966
563.664,-0.021419,-2.1862
564.102,-0.021874,-2.2326
564.539,-0.022329,-2.279
564.976,-0.021971,-2.2425
565.414,-0.022281,-2.2741
565.851,-0.042477,-4.3354
