time_s,force_N,weight_g
1232.611,4.144655,423.0276
1233.049,4.14412,422.9729
1233.487,4.145767,423.1411
1233.925,4.144042,422.965
1234.364,4.143752,422.9354
1234.802,4.144271,422.9884
1235.24,4.144594,423.0214
1235.678,4.144394,423.0009
1236.116,4.143981,422.9588
1236.554,4.144786,423.041
1236.992,4.144042,422.965
1237.43,4.14403,422.9638
1237.868,4.144933,423.056
1238.306,4.144639,423.026
1238.744,4.143809,422.9413
1239.183,4.145162,423.0793
1239.621,4.144953,423.058
1240.059,4.143347,422.8941
1240.497,4.143282,422.8874
1240.935,4.144459,423.0076
1241.373,4.143826,422.9429
1241.811,4.143523,422.9121
1242.249,4.14385,422.9454
1242.687,4.143482,422.9079
1243.125,4.142477,422.8053
1243.564,4.142812,422.8395
1244.002,4.141415,422.6968
1244.44,4.139461,422.4974
1244.878,4.140466,422.6001
1245.316,4.141844,422.7407
1245.754,4.140556,422.6092
1246.192,4.140099,422.5625
1246.63,4.141231,422.6781
1247.068,4.140642,422.618
1247.506,4.139792,422.5312
1247.944,4.14112,422.6668
1248.382,4.140511,422.6046
1248.82,4.138815,422.4316
1249.259,4.139931,422.5454
1249.697,4.139698,422.5217
1250.135,4.139596,422.5113
1250.573,4.139408,422.492
1251.011,4.140074,422.56
1251.449,4.140327,422.5859
1251.887,4.139003,422.4507
1252.325,4.139146,422.4654
1252.763,4.13987,422.5392
1253.201,4.139089,422.4595
1253.639,4.138966,422.447
1254.077,4.14036,422.5892
1254.516,4.13828,422.3769
1254.954,4.13837,422.3861
1255.392,4.138509,422.4003
1255.83,4.138872,422.4373
1256.268,4.137299,422.2768
1256.706,4.137618,422.3093
1257.144,4.139036,422.454
1257.582,4.137172,422.2639
1258.02,4.137344,422.2814
1258.458,4.13884,422.4341
1258.897,4.137855,422.3335
1259.335,4.13651,422.1963
1259.773,4.137716,422.3193
1260.211,4.137512,422.2985
1260.649,4.136363,422.1812
1261.087,4.137495,422.2968
1261.525,4.138002,422.3485
1261.963,4.13714,422.2605
1262.401,4.135317,422.0745
