time_s,force_N,weight_g
1882.402,2.789404,284.7028
1882.84,2.790347,284.799
1883.277,2.788123,284.572
1883.714,2.788713,284.6322
1884.152,2.788627,284.6235
1884.589,2.788293,284.5894
1885.026,2.787415,284.4998
1885.464,2.786504,284.4068
1885.901,2.786618,284.4185
1886.338,2.786651,284.4218
1886.776,2.786858,284.4429
1887.213,2.78737,284.4952
1887.65,2.786028,284.3582
1888.088,2.786972,284.4546
1888.525,2.786317,284.3878
1888.962,2.787427,284.5011
1889.4,2.786785,284.4355
1889.837,2.786264,284.3823
1890.274,2.786988,284.4562
1890.712,2.787025,284.4599
1891.149,2.788115,284.5712
1891.586,2.788855,284.6467
1892.024,2.789099,284.6716
1892.461,2.788375,284.5977
1892.898,2.788863,284.6476
1893.336,2.788135,284.5732
1893.773,2.788814,284.6426
1894.21,2.788273,284.5874
1894.647,2.787647,284.5235
1895.085,2.787757,284.5347
1895.522,2.786504,284.4068
1895.959,2.785955,284.3508
1896.397,2.785801,284.335
1896.834,2.785504,284.3047
1897.271,2.786126,284.3682
1897.709,2.786146,284.3703
1898.146,2.786126,284.3682
1898.583,2.786033,284.3587
1899.021,2.786033,284.3587
1899.458,2.78576,284.3309
1899.895,2.785955,284.3508
1900.332,2.785833,284.3383
1900.77,2.786399,284.3961
1901.207,2.791897,284.9572
1901.644,2.835305,289.3877
1902.082,2.837712,289.6334
1902.519,2.837627,289.6247
1902.956,2.837956,289.6583
1903.394,2.837615,289.6235
1903.831,2.836594,289.5193
1904.268,2.83626,289.4852
1904.706,2.83598,289.4566
1905.143,2.8355,289.4076
1905.58,2.835211,289.3781
1906.018,2.833637,289.2175
1906.455,2.834439,289.2993
1906.892,2.833934,289.2478
1907.33,2.833353,289.1884
1907.767,2.833251,289.1781
1908.204,2.832816,289.1337
1908.642,2.832922,289.1444
1909.079,2.832824,289.1345
1909.516,2.832568,289.1083
1909.954,2.832934,289.1457
1910.391,2.832621,289.1137
1910.828,2.83284,289.1362
1911.266,2.833341,289.1872
1911.703,2.833219,289.1747
1912.14,2.833605,289.2142
