time_s,force_N,weight_g
1112.691,2.795585,285.3337
1113.128,2.794471,285.2199
1113.566,2.795915,285.3673
1114.003,2.797346,285.5134
1114.441,2.798359,285.6168
1114.878,2.799693,285.7529
1115.316,2.799928,285.777
1115.753,2.800278,285.8127
1116.191,2.802011,285.9895
1116.628,2.8021,285.9986
1117.065,2.802889,286.0792
1117.503,2.802397,286.0289
1117.94,2.803763,286.1684
1118.378,2.802743,286.0642
1118.815,2.802856,286.0758
1119.253,2.801311,285.9181
1119.69,2.799965,285.7807
1120.127,2.798347,285.6155
1120.565,2.798965,285.6786
1121.002,2.799611,285.7446
1121.44,2.798452,285.6263
1121.877,2.797,285.4781
1122.315,2.796903,285.4682
1122.752,2.79517,285.2914
1123.189,2.793987,285.1705
1123.627,2.795118,285.2859
1124.064,2.793548,285.1257
1124.502,2.79127,284.8933
1124.939,2.793267,285.0971
1125.377,2.793991,285.171
1125.814,2.793332,285.1037
1126.251,2.794996,285.2735
1126.689,2.795333,285.308
1127.126,2.794963,285.2702
1127.564,2.794666,285.2399
1128.001,2.794414,285.2141
1128.439,2.794825,285.2561
1128.876,2.793515,285.1224
1129.313,2.793641,285.1353
1129.751,2.794637,285.2369
1130.188,2.794011,285.1731
1130.626,2.795248,285.2992
1131.063,2.797041,285.4823
1131.5,2.798098,285.5902
1131.938,2.799034,285.6856
1132.375,2.799583,285.7417
1132.813,2.799343,285.7172
1133.25,2.800087,285.7932
1133.688,2.801039,285.8903
1134.125,2.800786,285.8645
1134.562,2.799017,285.684
1135.0,2.799774,285.7612
1135.437,2.800071,285.7915
1135.875,2.798574,285.6388
1136.312,2.798916,285.6736
1136.749,2.799815,285.7654
1137.187,2.800624,285.848
1137.624,2.8004,285.8251
1138.062,2.802137,286.0024
1138.499,2.801726,285.9604
1138.936,2.802722,286.0621
1139.374,2.803418,286.1331
1139.811,2.803588,286.1505
1140.249,2.803361,286.1273
1140.686,2.802698,286.0597
1141.123,2.802096,285.9982
1141.561,2.802112,285.9999
1141.998,2.802828,286.0729
1142.436,2.80319,286.1099
