time_s,force_N,weight_g
2875.16,2.677683,273.2999
2875.597,2.676382,273.1671
2876.034,2.676284,273.1571
2876.472,2.676081,273.1364
2876.909,2.673649,272.8882
2877.346,2.674145,272.9388
2877.784,2.672018,272.7217
2878.221,2.67066,272.5831
2878.658,2.671018,272.6196
2879.096,2.671892,272.7088
2879.533,2.670704,272.5876
2879.97,2.669704,272.4855
2880.408,2.671314,272.6499
2880.845,2.670123,272.5283
2881.282,2.66946,272.4606
2881.72,2.671335,272.6519
2882.157,2.672226,272.7429
2882.594,2.670839,272.6013
2883.031,2.671758,272.6952
2883.469,2.67175,272.6943
2883.906,2.670631,272.5802
2884.343,2.670684,272.5855
2884.781,2.671453,272.664
2885.218,2.669562,272.471
2885.655,2.669879,272.5034
2886.093,2.670835,272.6009
2886.53,2.669814,272.4967
2886.967,2.670005,272.5162
2887.405,2.67083,272.6005
2887.842,2.67042,272.5586
2888.279,2.669505,272.4652
2888.717,2.669814,272.4967
2889.154,2.671196,272.6378
2889.591,2.671367,272.6553
2890.029,2.671941,272.7138
2890.466,2.672787,272.8001
2890.903,2.672351,272.7557
2891.341,2.671904,272.7101
2891.778,2.673141,272.8363
2892.215,2.672685,272.7898
2892.652,2.673734,272.8969
2893.09,2.674678,272.9931
2893.527,2.673193,272.8416
2893.964,2.672168,272.7371
2894.402,2.672543,272.7752
2894.839,2.671384,272.6569
2895.276,2.671062,272.6242
2895.714,2.669944,272.51
2896.151,2.670152,272.5312
2896.588,2.668679,272.3809
2897.026,2.668606,272.3735
2897.463,2.668183,272.3303
2897.9,2.66759,272.2697
2898.337,2.667898,272.3012
2898.775,2.668114,272.3232
2899.212,2.66602,272.1095
2899.649,2.665727,272.0796
2900.087,2.666353,272.1435
2900.524,2.665898,272.097
2900.961,2.664556,271.9601
2901.399,2.666382,272.1464
2901.836,2.666495,272.158
2902.273,2.663726,271.8754
2902.711,2.666048,272.1124
2903.148,2.6653,272.036
2903.585,2.665194,272.0252
2904.022,2.665121,272.0177
2904.46,2.66578,272.085
2904.897,2.664438,271.948
