time_s,force_N,weight_g
1195.798,2.795439,285.3187
1196.236,2.797936,285.5736
1196.673,2.795837,285.3594
1197.11,2.79515,285.2893
1197.548,2.799388,285.7218
1197.985,2.80097,285.8832
1198.423,2.798936,285.6757
1198.86,2.80232,286.0211
1199.297,2.802637,286.0534
1199.735,2.800644,285.85
1200.172,2.801738,285.9617
1200.609,2.803113,286.102
1201.047,2.799632,285.7467
1201.484,2.799168,285.6994
1201.921,2.802161,286.0048
1202.359,2.79977,285.7608
1202.796,2.797151,285.4935
1203.234,2.802917,286.0821
1203.671,2.806293,286.4265
1204.108,2.803511,286.1427
1204.546,2.803259,286.1169
1204.983,2.80646,286.4436
1205.421,2.804211,286.2141
1205.858,2.806687,286.4668
1206.295,2.809099,286.713
1206.733,2.806289,286.4261
1207.17,2.805317,286.3269
1207.607,2.806899,286.4884
1208.045,2.806089,286.4058
1208.482,2.802218,286.0107
1208.919,2.803719,286.1638
1209.357,2.804357,286.229
1209.794,2.800738,285.8596
1210.231,2.80001,285.7853
1210.669,2.800664,285.8521
1211.106,2.797989,285.579
1211.543,2.796529,285.43
1211.981,2.798046,285.5848
1212.418,2.795707,285.3461
1212.856,2.792409,285.0095
1213.293,2.79528,285.3026
1213.73,2.794341,285.2067
1214.168,2.790416,284.8061
1214.605,2.790213,284.7854
1215.042,2.790884,284.8539
1215.48,2.788383,284.5986
1215.917,2.787936,284.5529
1216.354,2.790384,284.8028
1216.792,2.789188,284.6808
1217.229,2.788151,284.5749
1217.666,2.788859,284.6472
1218.104,2.790197,284.7837
1218.541,2.788306,284.5907
1218.979,2.789774,284.7405
1219.416,2.791738,284.941
1219.853,2.794865,285.2602
1220.291,2.813776,287.1903
1220.728,2.81576,287.3929
1221.165,2.811836,286.9923
1221.603,2.810786,286.8852
1222.04,2.812397,287.0496
1222.477,2.812657,287.0761
1222.915,2.809579,286.762
1223.352,2.811299,286.9375
1223.79,2.811633,286.9716
1224.227,2.808037,286.6046
1224.664,2.806769,286.4751
1225.102,2.808485,286.6503
1225.539,2.805101,286.305
