time_s,force_N,weight_g
1692.606,2.784979,284.2512
1693.043,2.786521,284.4085
1693.48,2.788245,284.5845
1693.918,2.787858,284.545
1694.355,2.787248,284.4828
1694.792,2.788676,284.6285
1695.23,2.788216,284.5816
1695.667,2.786809,284.438
1696.104,2.787513,284.5098
1696.542,2.787647,284.5235
1696.979,2.78517,284.2707
1697.416,2.786646,284.4214
1697.854,2.787997,284.5592
1698.291,2.785337,284.2877
1698.728,2.786004,284.3558
1699.166,2.787728,284.5318
1699.603,2.785593,284.3138
1700.04,2.785419,284.296
1700.478,2.787497,284.5081
1700.915,2.787265,284.4844
1701.352,2.786126,284.3682
1701.79,2.788025,284.5621
1702.227,2.788432,284.6036
1702.664,2.786293,284.3852
1703.102,2.788078,284.5675
1703.539,2.788887,284.6501
1703.976,2.786748,284.4317
1704.414,2.787159,284.4736
1704.851,2.786809,284.438
1705.288,2.785821,284.3371
1705.726,2.78323,284.0727
1706.163,2.783613,284.1117
1706.6,2.781258,283.8714
1707.038,2.780079,283.751
1707.475,2.782995,284.0486
1707.912,2.795508,285.3258
1708.35,2.792633,285.0323
1708.787,2.791462,284.9128
1709.224,2.791978,284.9655
1709.662,2.790184,284.7825
1710.099,2.789278,284.6899
1710.536,2.788298,284.5899
1710.974,2.786155,284.3711
1711.411,2.785524,284.3068
1711.848,2.786338,284.3898
1712.286,2.782681,284.0166
1712.723,2.781368,283.8826
1713.16,2.782185,283.966
1713.598,2.782035,283.9507
1714.035,2.779567,283.6987
1714.472,2.780172,283.7606
1714.91,2.781482,283.8942
1715.347,2.779347,283.6763
1715.784,2.777419,283.4796
1716.222,2.779115,283.6526
1716.659,2.779928,283.7357
1717.096,2.777338,283.4713
1717.534,2.778655,283.6057
1717.971,2.778887,283.6294
1718.408,2.777806,283.519
1718.846,2.778469,283.5866
1719.283,2.779371,283.6788
1719.72,2.778127,283.5518
1720.157,2.778818,283.6223
1720.595,2.779851,283.7278
1721.032,2.77894,283.6348
1721.47,2.777285,283.4659
1721.907,2.778912,283.6319
1722.344,2.778647,283.6049
