time_s,force_N,weight_g
183.976,1.021372,104.2471
184.413,1.020537,104.162
184.85,1.018291,103.9327
185.287,1.018885,103.9934
185.724,1.018434,103.9473
186.161,1.018628,103.9671
186.598,1.016525,103.7524
187.035,1.017594,103.8615
187.472,1.016639,103.7641
187.91,1.016411,103.7408
188.347,1.018445,103.9485
188.784,1.018045,103.9076
189.221,1.017439,103.8458
189.658,1.016456,103.7454
190.095,1.015885,103.6871
190.532,1.017274,103.8289
190.969,1.019406,104.0465
191.406,1.01928,104.0336
191.843,1.019388,104.0447
192.28,1.017405,103.8423
192.718,1.018994,104.0044
193.155,1.019731,104.0797
193.592,1.018377,103.9415
194.029,1.018565,103.9607
194.466,1.017748,103.8773
194.903,1.016645,103.7647
195.34,1.01824,103.9275
195.777,1.017725,103.875
196.214,1.016468,103.7466
196.651,1.016188,103.718
197.089,1.016576,103.7577
197.526,1.016359,103.7355
197.963,1.016371,103.7367
198.4,1.016936,103.7944
198.837,1.016834,103.784
199.274,1.016433,103.7431
199.711,1.017959,103.8989
200.148,1.015456,103.6433
200.585,1.014879,103.5844
201.022,1.014159,103.5109
201.459,1.014473,103.543
201.897,1.015942,103.6929
202.334,1.014816,103.578
202.771,1.013884,103.4829
203.208,1.01225,103.3161
203.645,1.009626,103.0483
