time_s,force_N,weight_g
813.792,0.314902,32.1407
814.229,0.31465,32.115
814.666,0.315438,32.1955
815.103,0.315337,32.1851
815.54,0.316385,32.2921
815.976,0.31823,32.4804
816.413,0.318665,32.5248
816.85,0.317767,32.4331
817.287,0.319059,32.565
817.724,0.320603,32.7227
818.161,4.43905,453.0752
818.598,17.20829,1756.3782
819.035,1.551782,158.3839
819.471,0.458323,46.7791
819.908,0.474891,48.4701
820.345,0.479207,48.9106
820.782,0.479922,48.9836
821.219,0.480657,49.0587
821.656,0.480942,49.0877
822.093,0.480556,49.0483
822.53,0.479515,48.9421
822.966,0.479349,48.9251
823.403,0.477618,48.7484
823.84,0.476561,48.6406
824.277,0.476561,48.6406
824.714,0.476602,48.6447
825.151,0.478276,48.8156
825.588,0.480243,49.0164
826.025,0.482002,49.196
826.462,0.482458,49.2424
826.899,0.482803,49.2777
827.335,0.483238,49.3221
827.772,0.48379,49.3785
828.209,0.483839,49.3834
828.646,0.484957,49.4975
829.083,0.485387,49.5415
829.52,0.48351,49.3498
829.957,-1.564127,-159.6439
830.394,-7.14714,-729.4786
830.831,-7.595933,-775.2852
831.267,0.144961,14.7956
831.704,0.131778,13.4501
832.141,0.131921,13.4646
832.578,0.131234,13.3945
833.015,0.132697,13.5438
833.452,0.132181,13.4911
833.889,0.133054,13.5803
834.326,0.132534,13.5272
834.763,0.133692,13.6454
835.199,0.133237,13.599
835.636,0.131486,13.4202
836.073,0.131888,13.4613
836.51,0.132051,13.4779
836.947,0.132591,13.533
837.384,0.132461,13.5198
837.821,0.131884,13.4609
838.257,0.133095,13.5845
838.694,0.133697,13.6458
839.131,0.132221,13.4953
839.568,0.133827,13.6591
840.005,0.132924,13.567
840.442,0.133449,13.6205
840.879,0.133018,13.5766
841.316,0.134188,13.696
841.752,0.133189,13.594
842.189,0.132689,13.543
842.626,0.133319,13.6073
843.063,0.133266,13.6019
843.5,0.132351,13.5086
