time_s,force_N,weight_g
569.987,0.108936,11.1187
570.424,0.109034,11.1286
570.861,0.109391,11.1651
571.298,0.10933,11.1589
571.735,0.108054,11.0287
572.172,0.108985,11.1236
572.609,0.108054,11.0287
573.046,0.107973,11.0204
573.483,0.104868,10.7035
573.92,0.10625,10.8445
574.357,0.104462,10.662
574.794,0.101837,10.3941
575.232,0.101634,10.3733
575.669,4.578224,467.2802
576.106,25.712395,2624.3564
576.543,18.286772,1866.4542
576.98,0.1408,14.3709
577.417,0.152699,15.5853
577.854,0.155584,15.8798
578.291,0.158014,16.1278
578.728,0.158201,16.1469
579.165,0.157835,16.1096
579.602,0.158896,16.2178
580.039,0.158924,16.2207
580.476,0.158892,16.2174
580.913,0.158912,16.2195
581.35,0.158623,16.19
581.787,0.158583,16.1859
582.224,0.158749,16.2029
582.661,0.158912,16.2195
583.099,0.158595,16.1871
583.536,0.158367,16.1639
583.973,0.158367,16.1639
584.41,0.158294,16.1564
584.847,0.15816,16.1427
585.284,0.158384,16.1656
585.721,0.159359,16.2651
586.158,0.159131,16.2419
586.595,0.159371,16.2663
587.032,0.158103,16.1369
587.469,0.158554,16.183
587.906,0.158599,16.1875
588.343,0.156315,15.9544
588.78,0.14872,15.1792
589.217,0.152609,15.5762
589.655,6.694469,683.2764
590.092,22.653357,2312.1333
590.529,20.893805,2132.5432
590.966,0.332799,33.9674
591.403,0.174817,17.8429
591.84,0.179064,18.2763
592.277,0.181384,18.5131
592.714,0.182916,18.6695
593.151,0.18325,18.7035
593.588,0.183424,18.7214
594.025,0.18418,18.7985
594.462,0.183473,18.7263
594.899,0.183554,18.7346
595.336,0.182977,18.6757
595.773,0.183107,18.689
596.21,0.183111,18.6894
596.647,0.183294,18.7081
597.085,0.183241,18.7027
597.522,0.182648,18.6421
597.959,0.182721,18.6496
598.396,0.182656,18.643
598.833,0.182538,18.6309
599.27,0.182356,18.6123
599.707,0.181766,18.5521
