time_s,force_N,weight_g
227.344,2.106308,214.9821
227.781,2.107415,215.0951
228.218,2.104794,214.8275
228.656,2.103721,214.718
229.093,2.104678,214.8157
229.53,2.10376,214.7219
229.967,2.102178,214.5605
230.404,2.104369,214.7841
230.841,2.10714,215.0669
231.278,2.106734,215.0255
231.716,2.106791,215.0314
232.153,2.108223,215.1775
232.59,2.107019,215.0546
233.027,2.105476,214.8971
233.464,2.106501,215.0018
233.901,2.106134,214.9643
234.338,2.10243,214.5862
234.776,2.101719,214.5136
235.213,2.101632,214.5048
235.65,2.099378,214.2747
236.087,2.099451,214.2822
236.524,2.10213,214.5556
236.961,2.101641,214.5057
237.399,2.097913,214.1252
237.836,2.100868,214.4268
238.273,2.100268,214.3655
238.71,2.09786,214.1198
239.147,2.10109,214.4494
239.585,2.104543,214.8019
240.022,2.101907,214.5329
240.459,2.099286,214.2654
240.896,2.10287,214.6311
241.333,2.101936,214.5358
241.771,2.101047,214.445
242.208,2.102338,214.5768
