time_s,force_N,weight_g
295.537,3.257309,332.4599
295.974,3.260201,332.755
296.411,3.267038,333.4529
296.848,3.261062,332.8429
297.285,3.259857,332.72
297.722,3.267643,333.5146
298.159,3.265631,333.3093
298.596,3.26038,332.7733
299.034,3.266724,333.4208
299.471,3.269466,333.7007
299.908,3.261226,332.8597
300.345,3.263968,333.1395
300.782,3.269538,333.7081
301.219,3.264064,333.1494
301.656,3.26184,332.9223
302.093,3.267072,333.4564
302.53,3.264751,333.2195
302.968,3.257498,332.4791
303.405,3.263184,333.0596
303.842,3.265893,333.336
304.279,3.257488,332.4781
304.716,3.257913,332.5216
305.153,3.26361,333.103
305.59,3.256907,332.4189
306.027,3.253987,332.1208
306.464,3.261579,332.8957
306.901,3.259794,332.7136
307.339,3.253576,332.0789
307.776,3.257613,332.491
308.213,3.261134,332.8503
308.65,3.254325,332.1554
309.087,3.254199,332.1425
309.524,3.261419,332.8794
309.961,3.255863,332.3123
310.398,3.252405,331.9594
