time_s,force_N,weight_g
887.048,-0.247733,-25.2851
887.486,-0.248894,-25.4036
887.924,-0.248854,-25.3994
888.362,-0.249485,-25.4639
888.799,-0.249461,-25.4614
889.237,-0.24984,-25.5001
889.675,-0.250557,-25.5733
890.113,-0.249827,-25.4988
890.551,-0.250007,-25.5171
890.989,-0.249538,-25.4693
891.427,-0.249889,-25.5051
891.864,-0.249607,-25.4764
892.302,-0.249942,-25.5105
892.74,-0.25063,-25.5808
893.178,-0.250382,-25.5554
893.616,-0.250174,-25.5342
894.054,-0.250471,-25.5645
894.492,-0.250121,-25.5288
894.93,-0.250903,-25.6086
895.367,-0.251066,-25.6253
895.805,-0.251095,-25.6282
896.243,-0.250532,-25.5708
896.681,-0.251245,-25.6436
897.119,-0.251987,-25.7192
897.557,-0.251873,-25.7076
897.995,-0.25237,-25.7583
898.433,-0.252146,-25.7355
898.87,-0.251836,-25.7039
899.308,-0.250862,-25.6045
899.746,-0.251416,-25.661
900.184,-0.251604,-25.6802
900.622,-0.25083,-25.6011
901.06,-0.250536,-25.5712
901.498,-0.251746,-25.6947
901.936,-0.25151,-25.6706
902.373,-0.252737,-25.7958
902.811,-0.253894,-25.9139
903.249,-0.254631,-25.9891
903.687,-0.2536,-25.8839
904.125,-0.252032,-25.7238
904.563,-0.253168,-25.8398
905.001,-0.252737,-25.7958
905.438,-0.252309,-25.7521
905.876,-0.251852,-25.7055
906.314,-0.253083,-25.8311
906.752,-0.252239,-25.745
907.19,-0.251416,-25.661
907.628,-0.251005,-25.619
908.066,-0.25131,-25.6502
908.504,-0.251498,-25.6693
908.941,-0.251095,-25.6282
909.379,-0.251025,-25.6211
909.817,-0.251665,-25.6864
910.255,-0.251453,-25.6648
910.693,-0.251433,-25.6627
911.131,-0.250932,-25.6115
911.569,-0.251078,-25.6265
912.007,-0.250536,-25.5712
912.444,-0.251156,-25.6344
912.882,-0.250887,-25.607
913.32,-0.249982,-25.5146
913.758,-0.25006,-25.5225
914.196,-0.249326,-25.4477
914.634,-0.249534,-25.4689
915.072,-0.249302,-25.4452
915.51,-0.248988,-25.4132
915.947,-0.250027,-25.5192
916.385,-0.2492,-25.4348
916.823,-0.248984,-25.4128
917.261,-0.249779,-25.4938
917.699,-0.249856,-25.5018
918.137,-0.250031,-25.5196
918.575,-0.250276,-25.5446
919.013,-0.24975,-25.4909
919.45,-0.249864,-25.5026
919.888,-0.249526,-25.4681
920.326,-0.249387,-25.4539
920.764,-0.248939,-25.4082
921.202,-0.249375,-25.4527
921.64,-0.248605,-25.3741
922.078,-0.24867,-25.3807
922.516,-0.24823,-25.3358
922.954,-0.248776,-25.3915
923.392,-0.248907,-25.4049
923.829,-0.24929,-25.4439
924.267,-0.249428,-25.4581
924.705,-0.248992,-25.4136
925.143,-0.248308,-25.3437
925.581,-0.248837,-25.3978
926.019,-0.248251,-25.3379
926.457,-0.25008,-25.5246
926.895,-0.250039,-25.5205
927.333,-0.250007,-25.5171
927.77,-0.249098,-25.4244
928.208,-0.249273,-25.4423
928.646,-0.250174,-25.5342
929.084,-0.249652,-25.481
929.522,-0.249017,-25.4161
929.96,-0.249387,-25.4539
930.398,-0.250292,-25.5462
930.836,-0.250255,-25.5425
931.274,-0.249066,-25.4211
931.712,-0.249037,-25.4182
932.149,-0.249795,-25.4955
932.587,-0.249681,-25.4839
933.025,-0.249709,-25.4868
933.463,-0.250198,-25.5367
933.901,-0.250459,-25.5633
934.339,-0.249852,-25.5013
934.777,-0.251526,-25.6723
935.215,-0.250989,-25.6174
935.653,-0.251127,-25.6315
936.09,-0.251751,-25.6951
936.528,-0.251412,-25.6606
936.966,-0.251042,-25.6228
937.404,-0.251718,-25.6918
937.842,-0.251999,-25.7205
938.28,-0.251498,-25.6693
938.718,-0.25129,-25.6481
939.156,-0.251339,-25.6531
939.594,-0.250858,-25.6041
940.032,-0.251253,-25.6444
940.469,-0.250756,-25.5937
940.907,-0.251107,-25.6294
941.345,-0.249966,-25.513
941.783,-0.249473,-25.4627
942.221,-0.249277,-25.4427
942.659,-0.250329,-25.55
943.097,-0.249534,-25.4689
943.535,-0.249571,-25.4726
943.973,-0.249994,-25.5159
944.411,-0.250813,-25.5995
944.848,-0.249876,-25.5038
945.286,-0.250047,-25.5213
945.724,-0.250549,-25.5724
946.162,-0.250752,-25.5932
946.6,-0.25043,-25.5604
947.038,-0.25094,-25.6124
947.476,-0.250447,-25.562
947.914,-0.251461,-25.6656
948.351,-0.250936,-25.6119
948.789,-0.251425,-25.6619
949.227,-0.251795,-25.6997
949.665,-0.251249,-25.644
950.103,-0.250614,-25.5791
950.541,-0.251359,-25.6552
950.979,-0.250166,-25.5334
951.417,-0.250406,-25.5579
951.854,-0.250047,-25.5213
952.292,-0.250549,-25.5724
952.73,-0.250479,-25.5654
953.168,-0.249966,-25.513
953.606,-0.24973,-25.4889
954.044,-0.249277,-25.4427
954.482,-0.250267,-25.5438
954.92,-0.251082,-25.6269
955.358,-0.25127,-25.6461
955.796,-0.251339,-25.6531
956.233,-0.251245,-25.6436
956.671,-0.250854,-25.6036
957.109,-0.250911,-25.6095
957.547,-0.250948,-25.6132
957.985,-0.250157,-25.5325
958.423,-0.251229,-25.6419
958.861,-0.251099,-25.6286
959.299,-0.251103,-25.629
959.736,-0.251588,-25.6785
960.174,-0.251649,-25.6847
960.612,-0.252105,-25.7313
961.05,-0.251848,-25.7051
961.488,-0.252256,-25.7467
961.926,-0.252187,-25.7396
962.364,-0.252203,-25.7413
962.802,-0.252072,-25.728
963.24,-0.251803,-25.7005
963.677,-0.252651,-25.787
964.115,-0.252447,-25.7662
964.553,-0.25312,-25.8349
964.991,-0.252582,-25.78
965.429,-0.252333,-25.7546
965.867,-0.252622,-25.7841
966.305,-0.251893,-25.7097
966.743,-0.251636,-25.6835
967.18,-0.251376,-25.6569
967.618,-0.250593,-25.577
968.056,-0.251319,-25.651
968.494,-0.251803,-25.7005
968.932,-0.252472,-25.7687
969.37,-0.252741,-25.7962
969.808,-0.253421,-25.8656
970.246,-0.25422,-25.9471
970.684,-0.253323,-25.8556
971.121,-0.253771,-25.9014
971.559,-0.254631,-25.9891
971.997,-0.254798,-26.0062
972.435,-0.255377,-26.0652
972.873,-0.255544,-26.0823
973.311,-0.255287,-26.0561
973.749,-0.25501,-26.0278
974.187,-0.255063,-26.0332
974.624,-0.254986,-26.0253
975.062,-0.25512,-26.039
975.5,-0.255389,-26.0665
975.938,-0.254843,-26.0108
976.376,-0.255193,-26.0465
976.814,-0.256012,-26.1301
977.252,-0.25587,-26.1156
977.69,-0.256595,-26.1896
978.128,-0.257117,-26.2428
978.565,-0.258192,-26.3526
979.003,-0.257483,-26.2802
979.441,-0.258172,-26.3505
979.879,-0.257707,-26.3031
980.317,-0.258351,-26.3688
980.755,-0.259468,-26.4828
981.193,-0.258127,-26.3459
981.631,-0.258331,-26.3667
982.068,-0.258156,-26.3489
982.506,-0.25882,-26.4166
982.944,-0.258306,-26.3642
983.382,-0.257821,-26.3148
983.82,-0.258477,-26.3817
984.258,-0.258571,-26.3913
984.696,-0.259166,-26.452
985.134,-0.259736,-26.5102
985.572,-0.259125,-26.4478
986.009,-0.258999,-26.4349
986.447,-0.259732,-26.5098
986.885,-0.2606,-26.5984
987.323,-0.25994,-26.531
987.761,-0.260861,-26.625
988.199,-0.261537,-26.694
988.637,-0.261586,-26.699
989.075,-0.26102,-26.6412
989.513,-0.261211,-26.6608
989.95,-0.26212,-26.7535
990.388,-0.2608,-26.6188
990.826,-0.261048,-26.6441
991.264,-0.260979,-26.637
991.702,-0.261211,-26.6608
992.14,-0.260433,-26.5813
992.578,-0.259468,-26.4828
993.016,-0.259435,-26.4794
993.453,-0.258319,-26.3655
993.891,-0.257459,-26.2777
994.329,-0.257051,-26.2362
994.767,-0.256677,-26.1979
995.205,-0.255686,-26.0968
995.643,-0.254953,-26.022
996.081,-0.255727,-26.101
996.519,-0.255222,-26.0494
996.957,-0.255365,-26.064
997.395,-0.254762,-26.0024
997.832,-0.254741,-26.0004
998.27,-0.254106,-25.9355
998.708,-0.253225,-25.8457
999.146,-0.253556,-25.8794
999.584,-0.25334,-25.8573
1000.022,-0.254138,-25.9388
1000.46,-0.253702,-25.8943
1000.898,-0.254941,-26.0207
1001.336,-0.255226,-26.0499
1001.773,-0.256049,-26.1339
1002.211,-0.256628,-26.1929
1002.649,-0.25558,-26.086
1003.087,-0.255968,-26.1255
1003.525,-0.256074,-26.1364
1003.963,-0.256302,-26.1596
1004.401,-0.256008,-26.1297
1004.839,-0.255866,-26.1151
1005.277,-0.256444,-26.1742
1005.714,-0.256318,-26.1613
1006.152,-0.257333,-26.2649
1006.59,-0.256346,-26.1642
1007.028,-0.256171,-26.1463
1007.466,-0.2571,-26.2411
1007.904,-0.257043,-26.2353
1008.342,-0.256884,-26.2191
1008.78,-0.258229,-26.3563
1009.218,-0.258429,-26.3767
1009.655,-0.258604,-26.3946
1010.093,-0.259019,-26.437
1010.531,-0.259072,-26.4424
1010.969,-0.258848,-26.4196
1011.407,-0.258673,-26.4017
1011.845,-0.258987,-26.4337
1012.283,-0.258363,-26.3701
1012.721,-0.258339,-26.3676
1013.159,-0.2575,-26.2819
1013.596,-0.257944,-26.3272
1014.034,-0.257663,-26.2985
1014.472,-0.257275,-26.259
1014.91,-0.257447,-26.2765
1015.348,-0.257145,-26.2457
1015.786,-0.257218,-26.2532
1016.224,-0.257736,-26.306
1016.662,-0.257149,-26.2461
1017.1,-0.255964,-26.1251
1017.537,-0.256872,-26.2179
1017.975,-0.256501,-26.18
1018.413,-0.256868,-26.2174
1018.851,-0.25706,-26.237
1019.289,-0.257263,-26.2578
1019.727,-0.25706,-26.237
1020.165,-0.257104,-26.2416
1020.603,-0.256876,-26.2183
1021.041,-0.256562,-26.1863
1021.478,-0.255458,-26.0736
1021.916,-0.255373,-26.0648
1022.354,-0.254322,-25.9575
1022.792,-0.255246,-26.0519
1023.23,-0.255267,-26.054
1023.668,-0.255703,-26.0985
1024.106,-0.257214,-26.2528
1024.544,-0.256681,-26.1983
1024.981,-0.256408,-26.1705
1025.419,-0.257157,-26.247
1025.857,-0.257491,-26.2811
1026.295,-0.257153,-26.2466
1026.733,-0.256729,-26.2033
1027.171,-0.255894,-26.1181
1027.609,-0.255601,-26.0881
1028.046,-0.255523,-26.0802
1028.484,-0.255809,-26.1093
1028.922,-0.256057,-26.1347
1029.36,-0.256106,-26.1397
1029.798,-0.254753,-26.0016
1030.236,-0.253898,-25.9143
1030.674,-0.253547,-25.8785
