time_s,force_N,weight_g
531.519,0.016823,1.7171
531.957,0.016404,1.6743
532.395,0.016909,1.7258
532.832,0.010219,1.043
533.27,0.008662,0.8841
533.708,0.009726,0.9927
534.146,0.011078,1.1307
534.584,0.012529,1.2788
535.022,0.013144,1.3416
535.459,0.013478,1.3757
535.897,0.013205,1.3478
536.335,0.013829,1.4114
536.773,0.013971,1.426
537.211,0.013189,1.3461
537.649,0.014285,1.458
538.087,0.014786,1.5092
538.524,0.014668,1.4971
538.962,0.015124,1.5437
539.4,0.014835,1.5141
539.838,0.01477,1.5075
540.276,0.014639,1.4942
540.714,0.015629,1.5952
541.151,0.01543,1.5749
541.589,0.01543,1.5749
542.027,0.015756,1.6081
542.465,0.015357,1.5674
542.903,0.014676,1.4979
543.341,0.015479,1.5798
543.779,0.014847,1.5154
544.216,0.015442,1.5761
544.654,0.014688,1.4992
545.092,0.014004,1.4293
545.53,0.014586,1.4888
545.968,0.013592,1.3873
546.405,0.013344,1.3619
546.843,0.013967,1.4256
547.281,0.01433,1.4626
547.719,0.014472,1.4771
548.157,0.015169,1.5482
548.595,0.014603,1.4904
549.032,0.014289,1.4584
549.47,0.013384,1.3661
549.908,0.013959,1.4247
550.346,0.013515,1.3794
550.784,0.013063,1.3332
551.222,0.012659,1.2921
551.659,0.01191,1.2156
552.097,0.012513,1.2771
552.535,0.012337,1.2592
552.973,0.012341,1.2596
553.411,0.012631,1.2892
553.849,0.012765,1.3029
554.286,0.014057,1.4347
554.724,0.013295,1.3569
555.162,0.013266,1.354
555.6,0.013397,1.3673
556.038,0.013547,1.3827
556.476,0.014122,1.4414
556.913,0.014098,1.4389
557.351,0.013922,1.421
557.789,0.014073,1.4364
558.227,0.015471,1.579
558.665,0.014892,1.52
559.102,0.014843,1.515
559.54,0.014896,1.5204
559.978,0.01545,1.5769
560.416,0.015169,1.5482
560.854,0.014843,1.515
561.292,0.014855,1.5162
561.729,0.014191,1.4484
562.167,0.014798,1.5104
562.605,0.014753,1.5058
563.043,0.01479,1.5096
563.481,0.015006,1.5316
563.919,0.01446,1.4759
564.357,0.015206,1.552
564.794,0.015149,1.5462
565.232,0.015393,1.5711
565.67,0.01488,1.5187
566.108,0.015772,1.6098
566.546,0.015731,1.6056
566.984,0.015385,1.5703
567.421,0.015332,1.5649
567.859,0.015801,1.6127
568.297,0.016359,1.6697
568.735,0.0171,1.7454
569.173,0.017826,1.8194
569.61,0.016664,1.7009
570.048,0.01706,1.7412
570.486,0.01675,1.7096
570.924,0.0162,1.6535
571.362,0.016228,1.6564
571.8,0.016082,1.6414
572.237,0.015556,1.5878
572.675,0.016029,1.636
573.113,0.015381,1.5699
573.551,0.015739,1.6065
573.989,0.01532,1.5636
574.426,0.015536,1.5857
574.864,0.016766,1.7113
575.302,0.015739,1.6065
575.74,0.015845,1.6173
576.178,0.016269,1.6605
576.616,0.015927,1.6256
577.053,0.014481,1.478
577.491,0.013935,1.4222
577.929,0.014762,1.5067
578.367,0.015389,1.5707
578.805,0.015825,1.6152
579.243,0.015108,1.542
579.68,0.015263,1.5578
580.118,0.01523,1.5545
580.556,0.014603,1.4904
580.994,0.014925,1.5233
581.432,0.014998,1.5308
581.87,0.015572,1.5894
582.307,0.015035,1.5345
582.745,0.014957,1.5266
583.183,0.014366,1.4663
583.621,0.014448,1.4746
584.059,0.014611,1.4913
584.497,0.014953,1.5262
584.934,0.015536,1.5857
585.372,0.015365,1.5682
585.81,0.01435,1.4647
586.248,0.01422,1.4513
586.686,0.013743,1.4027
587.124,0.014228,1.4522
587.561,0.013543,1.3823
587.999,0.013209,1.3482
588.437,0.012537,1.2796
588.875,0.01215,1.2401
589.313,0.011694,1.1935
589.751,0.011987,1.2235
590.188,0.012064,1.2314
590.626,0.012191,1.2443
591.064,0.012158,1.2409
591.502,0.012068,1.2318
591.94,0.012566,1.2825
592.377,0.012346,1.2601
592.815,0.011575,1.1815
593.253,0.012619,1.2879
593.691,0.012496,1.2754
594.129,0.012174,1.2426
594.567,0.013234,1.3507
595.004,0.013535,1.3815
595.442,0.013495,1.3773
595.88,0.01338,1.3657
596.318,0.014366,1.4663
596.756,0.01393,1.4218
597.194,0.013205,1.3478
597.631,0.014167,1.4459
598.069,0.014448,1.4746
598.507,0.014464,1.4763
598.945,0.014639,1.4942
599.383,0.01466,1.4963
599.821,0.014733,1.5037
600.258,0.016082,1.6414
600.696,0.015324,1.564
601.134,0.015764,1.609
601.572,0.015035,1.5345
602.01,0.016,1.6331
602.448,0.016065,1.6397
602.885,0.016228,1.6564
603.323,0.0164,1.6738
603.761,0.016856,1.7204
604.199,0.016505,1.6846
604.637,0.017011,1.7362
605.075,0.016766,1.7113
605.512,0.017707,1.8073
605.95,0.016742,1.7088
606.388,0.017671,1.8036
606.826,0.016754,1.71
607.264,0.017341,1.7699
607.701,0.016273,1.6609
608.139,0.017288,1.7645
608.577,0.017675,1.804
609.015,0.017161,1.7516
609.453,0.016897,1.7246
609.891,0.017659,1.8023
610.328,0.017858,1.8227
610.766,0.018526,1.8909
611.204,0.017997,1.8369
611.642,0.018922,1.9313
612.08,0.018779,1.9167
612.518,0.019028,1.9421
612.955,0.019268,1.9666
613.393,0.019969,2.0381
613.831,0.019529,1.9932
614.269,0.019321,1.972
614.707,0.019985,2.0398
615.145,0.019627,2.0032
615.582,0.020523,2.0947
616.02,0.021456,2.1899
616.458,0.020694,2.1121
616.896,0.021191,2.1629
617.334,0.021195,2.1633
617.772,0.021008,2.1442
618.209,0.020886,2.1317
618.647,0.02133,2.177
619.085,0.020551,2.0976
619.523,0.020674,2.1101
619.961,0.02093,2.1363
620.398,0.019574,1.9978
620.836,0.019834,2.0244
621.274,0.020596,2.1022
621.712,0.019337,1.9737
622.15,0.020873,2.1304
622.588,0.020515,2.0939
623.025,0.020018,2.0431
623.463,0.020384,2.0805
623.901,0.020735,2.1163
624.339,0.020197,2.0614
624.777,0.019529,1.9932
625.215,0.020975,2.1408
625.652,0.020441,2.0864
626.09,0.019582,1.9986
626.528,0.019891,2.0302
626.966,0.019243,1.9641
627.404,0.019879,2.029
627.841,0.019924,2.0336
628.279,0.020132,2.0548
628.717,0.020873,2.1304
629.155,0.021281,2.172
629.593,0.019879,2.029
630.031,0.020262,2.0681
630.468,0.020429,2.0851
630.906,0.020323,2.0743
631.344,0.020258,2.0677
631.782,0.020441,2.0864
632.22,0.020519,2.0943
632.658,0.021163,2.16
633.095,0.020918,2.135
633.533,0.021489,2.1932
633.971,0.021065,2.15
634.409,0.02159,2.2036
634.847,0.021851,2.2303
635.285,0.021806,2.2257
635.722,0.022389,2.2851
636.16,0.0232,2.3679
636.598,0.022022,2.2477
637.036,0.021986,2.244
637.474,0.022642,2.3109
637.912,0.02232,2.2781
638.349,0.022743,2.3213
638.787,0.023448,2.3933
639.225,0.023196,2.3675
639.663,0.023131,2.3608
640.101,0.023542,2.4028
640.539,0.022959,2.3434
640.976,0.023562,2.4049
641.414,0.023477,2.3962
641.852,0.022935,2.3409
642.29,0.024035,2.4532
642.728,0.023941,2.4436
643.166,0.023758,2.4249
643.603,0.024487,2.4993
644.041,0.023501,2.3987
644.479,0.02254,2.3005
644.917,0.023579,2.4066
645.355,0.023803,2.4295
645.793,0.023469,2.3954
646.23,0.024068,2.4565
646.668,0.023575,2.4062
647.106,0.023188,2.3667
647.544,0.024247,2.4748
647.982,0.024626,2.5135
648.42,0.024059,2.4557
648.857,0.024108,2.4606
649.295,0.025029,2.5546
649.733,0.024862,2.5376
650.171,0.023774,2.4265
650.609,0.02496,2.5476
