time_s,force_N,weight_g
788.857,-0.013159,-1.3431
789.294,-0.013176,-1.3448
789.731,-0.01368,-1.3963
790.169,-0.012866,-1.3132
790.606,-0.013057,-1.3327
791.043,-0.013019,-1.3288
791.481,-0.013557,-1.3837
791.918,-0.014761,-1.5066
792.355,-0.014202,-1.4495
792.793,-0.013888,-1.4175
793.23,-0.014706,-1.501
793.668,-0.014113,-1.4404
794.105,-0.014295,-1.459
794.542,-0.014473,-1.4772
794.98,-0.01471,-1.5014
795.417,-0.014079,-1.437
795.854,-0.014439,-1.4737
796.292,-0.014138,-1.443
796.729,-0.014833,-1.514
797.166,-0.014566,-1.4867
797.604,-0.014287,-1.4582
798.041,-0.014414,-1.4712
798.478,-0.015372,-1.5689
798.916,-0.014045,-1.4335
799.353,-0.014172,-1.4465
799.79,-0.014019,-1.4309
800.228,-0.014121,-1.4413
800.665,-0.013091,-1.3361
801.102,-0.013935,-1.4223
801.54,-0.015245,-1.556
801.977,-0.01354,-1.382
802.414,-0.013808,-1.4093
802.852,-0.013986,-1.4274
803.289,-0.014007,-1.4296
803.727,-0.01519,-1.5503
804.164,-0.014897,-1.5205
804.601,-0.014681,-1.4984
805.039,-0.015181,-1.5495
805.476,-0.014164,-1.4456
805.913,-0.013617,-1.3898
806.351,-0.01491,-1.5218
806.788,-0.014694,-1.4997
807.225,-0.014346,-1.4642
807.663,-0.014503,-1.4802
808.1,-0.014617,-1.4919
808.537,-0.015448,-1.5767
808.975,-0.014596,-1.4898
809.412,-0.013888,-1.4175
809.849,-0.015223,-1.5538
810.287,-0.014605,-1.4906
810.724,-0.014626,-1.4928
811.161,-0.015308,-1.5624
811.599,-0.014749,-1.5053
812.036,-0.015677,-1.6001
812.473,-0.014935,-1.5244
812.911,-0.015016,-1.5326
813.348,-0.014609,-1.4911
813.785,-0.013952,-1.424
814.223,-0.01388,-1.4166
814.66,-0.013468,-1.3747
815.097,-0.013485,-1.3764
815.535,-0.013248,-1.3522
815.972,-0.012875,-1.3141
816.409,-0.012693,-1.2955
816.847,-0.013629,-1.3911
817.284,-0.014863,-1.517
817.721,-0.014719,-1.5023
818.159,-0.014927,-1.5235
818.596,-0.014329,-1.4625
819.033,-0.01449,-1.4789
