time_s,force_N,weight_g
1133.801,0.815623,83.2472
1134.238,0.816195,83.3056
1134.675,0.815766,83.2618
1135.112,0.816142,83.3002
1135.548,0.816999,83.3877
1135.985,0.816807,83.3681
1136.422,0.817207,83.4089
1136.859,0.818297,83.5202
1137.296,0.818081,83.4981
1137.733,0.817322,83.4206
1138.17,0.818551,83.546
1138.607,0.817979,83.4877
1139.043,0.818424,83.5331
1139.48,0.818101,83.5002
1139.917,0.818763,83.5677
1140.354,0.817938,83.4835
1140.791,0.819318,83.6244
1141.228,0.820988,83.7948
1141.665,0.821715,83.869
1142.101,0.822519,83.9511
1142.538,0.822196,83.9182
1142.975,0.82305,84.0052
1143.412,0.822131,83.9115
1143.849,0.822205,83.919
1144.285,0.822711,83.9707
1144.722,0.822282,83.9269
1145.159,0.822903,83.9902
1145.596,0.823229,84.0236
1146.033,0.823221,84.0228
1146.47,0.822523,83.9515
1146.906,0.822715,83.9711
1147.343,0.822331,83.9319
1147.78,0.82138,83.8348
1148.217,0.821629,83.8602
1148.654,0.819767,83.6702
