# title,OpeningAngleVariationHysteresis
# notes,
# independent_variable,F_in [g]
# F_in, g
# l_offset,20
# n_units,2
# l_curve,0
trial,F_in,mean_force_g,std_force_g,epsilon,n_samples,drift_slope_g_s
1,0,0.19852608695652174,0.1879282565331264,,69,0.019747465039454487
2,100,92.3988304347826,0.2402808909591069,0.923988304347826,69,0.01172737915960348
3,200,189.30189855072464,0.9226564610649644,0.9465094927536232,69,0.0835626583433141
4,300,282.77626956521743,0.39781477854736574,0.9425875652173914,69,0.0026839419483195627
5,400,378.42593913043476,0.24781159542815137,0.9460648478260869,69,0.020130931961373763
6,500,474.8118217391305,1.6471703857426288,0.949623643478261,69,0.1214198688292671
7,400,398.0223449275362,0.4890176378799818,0.9950558623188406,69,-0.0452691891849386
8,300,308.056615942029,0.20623212195113158,1.02685538647343,69,0.020482791075323577
9,200,217.17372898550724,0.15259122257295446,1.085868644927536,69,0.009878243571064545
10,100,117.71673913043477,0.29954920013118597,1.1771673913043477,69,0.03316048646343614
11,0,26.602157971014492,0.19926765137386945,,69,-0.00880863706225587
