time_s,force_N,weight_g
938.344,0.061744,6.302
938.781,0.063011,6.4313
939.218,0.06319,6.4495
939.655,0.062983,6.4284
940.093,0.063901,6.5221
940.53,0.063945,6.5266
940.967,0.06371,6.5026
941.405,0.064388,6.5718
941.842,0.064291,6.5619
942.279,0.06466,6.5996
942.716,0.065196,6.6543
943.154,0.064644,6.5979
943.591,0.06462,6.5955
944.028,0.065554,6.6908
944.466,-0.044216,-4.5129
944.903,-3.517128,-358.9786
945.34,-5.692132,-580.9721
945.777,-3.765807,-384.3602
946.215,-0.19474,-19.8763
946.652,-0.146947,-14.9982
947.089,-0.169723,-17.3229
947.527,-0.15273,-15.5885
947.964,-0.291505,-29.7527
948.401,-0.767074,-78.292
948.838,-2.305401,-235.3026
949.276,-2.799001,-285.6824
949.713,-1.524872,-155.6373
950.15,-0.902495,-92.1138
950.588,-0.39792,-40.614
951.025,-0.117912,-12.0348
951.462,-0.115447,-11.7832
951.899,-0.114249,-11.6609
952.337,-0.114895,-11.7268
952.774,-0.114927,-11.7301
953.211,-0.115138,-11.7517
953.649,-0.114456,-11.6821
954.086,-0.115382,-11.7766
954.523,-0.11561,-11.7998
954.961,-0.115171,-11.755
955.398,-0.116044,-11.8441
955.835,-0.116064,-11.8462
956.273,-0.115573,-11.7961
956.71,-0.114655,-11.7024
957.147,-0.116296,-11.8698
957.585,-0.117084,-11.9503
958.022,-0.1168,-11.9212
958.459,-0.116759,-11.9171
958.897,-0.116897,-11.9312
959.334,-0.117096,-11.9515
959.771,-0.113835,-11.6186
960.209,-0.109323,-11.1581
960.646,-0.164597,-16.7997
961.083,-1.641923,-167.5842
961.52,-7.56871,-772.5065
961.958,-12.572307,-1283.2028
962.395,-2.77941,-283.6827
962.832,-0.16426,-16.7653
6.4,165.0,1.75
965.456,-0.136542,-13.9362
965.893,-0.136603,-13.9424
966.331,-0.136448,-13.9267
966.768,-0.13672,-13.9545
967.205,-0.137399,-14.0237
967.643,-0.137049,-13.988
968.08,-0.136684,-13.9507
968.517,-0.136533,-13.9354
968.955,-0.135831,-13.8637
969.392,-0.1372,-14.0034
969.829,-0.1346,-13.7381
970.267,-0.134653,-13.7435
970.704,-0.135299,-13.8094
971.141,-0.135473,-13.8272
971.579,-0.135429,-13.8226
972.016,-0.135916,-13.8724
972.453,-0.135786,-13.8591
972.891,-0.135327,-13.8123
973.328,-0.134478,-13.7257
973.765,-0.135587,-13.8388
974.203,-0.135457,-13.8256
974.64,-0.135766,-13.8571
975.077,-0.135526,-13.8326
975.515,-0.135149,-13.7941
975.952,-0.13562,-13.8421
976.389,-0.135575,-13.8376
976.827,-0.136525,-13.9346
977.264,-0.135912,-13.872
977.701,-0.136192,-13.9006
978.139,-0.136286,-13.9101
978.576,-0.136936,-13.9764
979.013,-0.137626,-14.0469
979.451,-0.137569,-14.0411
979.888,-0.137216,-14.005
980.326,-0.137626,-14.0469
980.763,-0.137935,-14.0784
981.2,-0.13787,-14.0718
981.638,-0.137784,-14.0631
982.075,-0.137374,-14.0212
982.512,-0.137849,-14.0697
982.95,-0.13698,-13.981
983.387,-0.137256,-14.0092
983.824,-0.138511,-14.1373
984.262,-0.139003,-14.1874
984.699,-0.138077,-14.0929
985.136,-0.137585,-14.0428
985.574,-0.137679,-14.0523
986.011,-0.137455,-14.0295
986.449,-0.13748,-14.032
986.886,-0.138268,-14.1124
987.323,-0.137699,-14.0544
987.761,-0.137346,-14.0183
988.198,-0.137711,-14.0556
988.635,-0.13817,-14.1025
989.073,-0.137878,-14.0726
989.51,-0.137935,-14.0784
989.947,-0.138243,-14.1099
990.385,-0.137752,-14.0598
990.822,-0.137565,-14.0407
991.259,-0.138459,-14.1319
991.697,-0.137821,-14.0668
992.134,-0.138093,-14.0946
992.571,-0.138101,-14.0954
993.009,-0.137943,-14.0792
993.446,-0.137236,-14.0071
993.883,-0.138101,-14.0954
994.321,-0.138946,-14.1816
994.758,-0.138048,-14.09
995.196,-0.138718,-14.1584
995.633,-0.13817,-14.1025
996.07,-0.138759,-14.1626
996.508,-0.138552,-14.1414
996.945,-0.137772,-14.0618
997.382,-0.13763,-14.0473
997.82,-0.138763,-14.163
998.257,-0.138,-14.085
998.695,-0.137053,-13.9885
999.132,-0.137752,-14.0598
999.569,-0.13804,-14.0892
1000.007,-0.139543,-14.2426
1000.444,-0.138714,-14.158
1000.881,-0.138824,-14.1692
1001.319,-0.139246,-14.2123
1001.756,-0.13906,-14.1932
1002.193,-0.138905,-14.1775
1002.631,-0.138678,-14.1543
1003.068,-0.138016,-14.0867
1003.505,-0.138316,-14.1174
1003.943,-0.138686,-14.1551
1004.38,-0.138601,-14.1464
1004.817,-0.13858,-14.1443
1005.255,-0.138832,-14.17
1005.692,-0.138199,-14.1054
1006.129,-0.139275,-14.2152
1006.567,-0.13826,-14.1116
1007.004,-0.138211,-14.1066
1007.441,-0.138901,-14.1771
1007.879,-0.137732,-14.0577
1008.316,-0.137971,-14.0821
1008.753,-0.138853,-14.1721
1009.191,-0.137728,-14.0573
1009.628,-0.138564,-14.1427
1010.065,-0.137728,-14.0573
1010.503,-0.137577,-14.0419
1010.94,-0.137151,-13.9984
1011.377,-0.13739,-14.0229
1011.815,-0.137931,-14.078
1012.252,-0.137922,-14.0772
1012.689,-0.13789,-14.0739
1013.127,-0.13696,-13.9789
1013.564,-0.138146,-14.1
1014.002,-0.137764,-14.061
1014.439,-0.138706,-14.1572
1014.876,-0.13726,-14.0096
1015.314,-0.137098,-13.993
1015.751,-0.137541,-14.0382
1016.188,-0.137468,-14.0307
1016.626,-0.137431,-14.027
1017.063,-0.13791,-14.0759
1017.5,-0.137845,-14.0693
1017.938,-0.137589,-14.0432
1018.375,-0.137996,-14.0846
1018.813,-0.138008,-14.0859
1019.25,-0.138138,-14.0991
1019.687,-0.138337,-14.1194
1020.125,-0.137922,-14.0772
1020.562,-0.138438,-14.1298
1020.999,-0.138093,-14.0946
1021.437,-0.137801,-14.0647
1021.874,-0.137975,-14.0826
1022.311,-0.138402,-14.1261
1022.749,-0.138227,-14.1083
1023.186,-0.138345,-14.1203
1023.624,-0.137707,-14.0552
1024.061,-0.137679,-14.0523
1024.498,-0.138178,-14.1033
1024.936,-0.136891,-13.9719
1025.373,-0.137857,-14.0705
1025.81,-0.137419,-14.0258
1026.248,-0.137135,-13.9967
1026.685,-0.137642,-14.0486
1027.122,-0.137057,-13.9889
1027.56,-0.136741,-13.9565
1027.997,-0.137707,-14.0552
1028.434,-0.135339,-13.8135
1028.872,-0.135717,-13.8521
1029.309,-0.135871,-13.8678
1029.747,-0.136489,-13.9308
1030.184,-0.136334,-13.9151
1030.621,-0.135238,-13.8032
1031.059,-0.135522,-13.8322
1031.496,-0.118379,-12.0825
1031.933,-0.113948,-11.6302
1032.371,-0.11366,-11.6008
1032.808,-0.113636,-11.5983
1033.246,-0.112673,-11.5001
1033.683,-0.113128,-11.5465
1034.12,-0.112893,-11.5225
1034.558,-0.112425,-11.4748
1034.995,-0.112937,-11.527
1035.433,-0.112255,-11.4574
1035.87,-0.113189,-11.5527
1036.307,-0.113087,-11.5424
1036.745,-0.113624,-11.5971
1037.182,-0.113351,-11.5693
1037.619,-0.112653,-11.498
1038.057,-0.112933,-11.5266
1038.494,-0.113416,-11.5759
1038.932,-0.113559,-11.5904
1039.369,-0.113469,-11.5813
1039.806,-0.112759,-11.5088
1040.244,-0.113408,-11.5751
1040.681,-0.113177,-11.5515
1041.118,-0.113067,-11.5403
1041.556,-0.113782,-11.6132
1041.993,-0.113595,-11.5942
1042.431,-0.11377,-11.612
1042.868,-0.11312,-11.5457
1043.305,-0.113457,-11.5801
1043.743,-0.113603,-11.595
1044.18,-0.113071,-11.5407
1044.617,-0.113628,-11.5975
1045.055,-0.112734,-11.5063
1045.492,-0.113518,-11.5863
1045.93,-0.112454,-11.4777
1046.367,-0.112251,-11.457
1046.804,-0.113059,-11.5395
1047.242,-0.113619,-11.5967
1047.679,-0.113303,-11.5643
1048.117,-0.114805,-11.7177
1048.554,-0.112405,-11.4727
1048.991,-0.112754,-11.5084
1049.429,-0.112027,-11.4342
1049.866,-0.113173,-11.5511
1050.304,-0.113152,-11.549
1050.741,-0.113023,-11.5357
1051.179,-0.112962,-11.5295
1051.616,-0.113725,-11.6074
1052.053,-0.113506,-11.5851
1052.491,-0.11368,-11.6029
1052.928,-0.113628,-11.5975
1053.366,-0.1131,-11.5436
1053.803,-0.113315,-11.5656
1054.241,-0.112909,-11.5241
1054.678,-0.112917,-11.525
1055.115,-0.112356,-11.4678
1055.553,-0.113112,-11.5449
1055.99,-0.113721,-11.607
1056.428,-0.112608,-11.4935
1056.865,-0.114314,-11.6676
1057.303,-0.11327,-11.561
1057.74,-0.11314,-11.5478
1058.177,-0.112852,-11.5183
1058.615,-0.11273,-11.5059
1059.052,-0.11271,-11.5038
1059.49,-0.112763,-11.5092
1059.927,-0.112417,-11.474
1060.364,-0.113104,-11.544
1060.802,-0.112974,-11.5308
1061.239,-0.112998,-11.5332
1061.677,-0.112694,-11.5022
1062.114,-0.112702,-11.503
1062.552,-0.112925,-11.5258
1062.989,-0.113819,-11.617
1063.426,-0.113485,-11.583
1063.864,-0.113437,-11.578
1064.301,-0.113632,-11.5979
1064.739,-0.11394,-11.6294
1065.176,-0.114078,-11.6435
1065.614,-0.113217,-11.5556
1066.051,-0.113161,-11.5498
1066.488,-0.113075,-11.5411
