time_s,force_N,weight_g
1279.978,-0.124752,-12.7329
1280.416,-0.123631,-12.6185
1280.853,-0.123602,-12.6156
1281.291,-0.123935,-12.6496
1281.728,-0.123253,-12.5799
1282.166,-0.12335,-12.5899
1282.603,-0.122892,-12.543
1283.041,-0.123598,-12.6151
1283.478,-0.124118,-12.6682
1283.916,-0.123956,-12.6516
1284.353,-0.123558,-12.611
1284.79,-0.124167,-12.6732
1285.228,-0.123874,-12.6433
1285.665,-0.124488,-12.7059
1286.103,-0.125068,-12.7652
1286.54,-0.1245,-12.7072
1286.978,-0.125775,-12.8373
1287.415,-0.125479,-12.8071
1287.853,-0.126161,-12.8767
1288.29,-0.126303,-12.8912
1288.728,-0.126543,-12.9157
1289.165,-0.126327,-12.8937
1289.603,-0.12649,-12.9103
1290.04,-0.125885,-12.8485
1290.478,-0.126595,-12.9211
1290.915,-0.126851,-12.9472
1291.353,-0.127132,-12.9758
1291.79,-0.126047,-12.8651
1292.228,-0.125288,-12.7876
1292.665,-0.126177,-12.8784
1293.102,-0.125812,-12.8411
1293.54,-0.125576,-12.817
1293.977,-0.126348,-12.8958
1294.415,-0.126656,-12.9273
1294.852,-0.126559,-12.9173
1295.29,-0.126604,-12.9219
1295.727,-0.1264,-12.9012
1296.165,-0.128305,-13.0956
1296.602,-0.129877,-13.256
1297.04,-0.129556,-13.2233
1297.477,-0.129641,-13.232
1297.915,-0.130247,-13.2937
1298.352,-0.130275,-13.2966
1298.79,-0.129747,-13.2427
1299.227,-0.129479,-13.2154
1299.664,-0.130978,-13.3683
1300.102,-0.130819,-13.3522
1300.539,-0.130324,-13.3016
1300.977,-0.131684,-13.4405
1301.414,-0.13196,-13.4687
1301.852,-0.131863,-13.4587
1302.289,-0.131737,-13.4459
1302.727,-0.130515,-13.3211
1303.164,-0.131794,-13.4517
1303.602,-0.131156,-13.3866
1304.039,-0.131489,-13.4206
1304.476,-0.130864,-13.3567
1304.914,-0.131262,-13.3974
1305.351,-0.129804,-13.2485
1305.789,-0.129101,-13.1768
