# title,OpeningAngleVariationHysteresis
# notes,
# independent_variable,F_in [g]
# F_in, g
# l_offset,0
# n_units,2
# l_curve,0
trial,F_in,mean_force_g,std_force_g,epsilon,n_samples,drift_slope_g_s
1,0,1.2260028985507248,0.10097081111567442,,69,0.009967066663139523
2,100,98.80185652173914,0.640592261913159,0.9880185652173914,69,0.05695129213893331
3,200,192.34598985507247,0.05666624979787531,0.9617299492753624,69,-0.0028075548619627528
4,300,291.0104144927537,0.13144304321796682,0.9700347149758456,69,-0.013353003375749175
5,400,385.8298898550725,0.4052467484156436,0.9645747246376812,69,-0.04496975541970894
6,500,491.5873666666665,0.11695712470648326,0.983174733333333,69,0.011245057522918938
7,400,415.48131594202897,0.2816603663066509,1.0387032898550723,69,0.031553450842723096
8,300,314.98278840579707,0.08571122607547972,1.0499426280193236,69,0.003887323249474979
9,200,222.63763623188407,0.09243947776950265,1.1131881811594204,69,0.008576344343507564
10,100,130.3594695652174,0.2841159023565325,1.303594695652174,69,0.031425581782105555
11,0,32.10804782608696,0.15950488800245335,,69,-0.01405147346135492
