time_s,force_N,weight_g
691.734,-0.084504,-8.625
692.171,-0.085222,-8.6983
692.608,-0.086174,-8.7954
693.046,-0.086496,-8.8283
693.483,-0.085965,-8.7741
693.92,-0.085692,-8.7462
694.357,-0.085476,-8.7241
694.795,-0.086317,-8.81
695.232,-0.086035,-8.7812
695.669,-0.087007,-8.8804
696.106,-0.086704,-8.8496
696.543,-0.086002,-8.7779
696.981,-0.086631,-8.8421
697.418,-0.086268,-8.805
697.855,-0.085925,-8.77
698.292,-0.085504,-8.7271
698.729,-0.085435,-8.72
699.167,-0.084949,-8.6704
699.604,-0.08539,-8.7154
700.041,-0.084626,-8.6375
700.478,-0.085663,-8.7433
700.916,-0.085161,-8.692
701.353,-0.084296,-8.6037
701.79,-0.084924,-8.6679
702.227,-0.084786,-8.6537
702.664,-0.085786,-8.7558
703.102,-0.086096,-8.7875
703.539,-0.086423,-8.8208
703.976,-0.085374,-8.7137
704.413,-0.086312,-8.8096
704.851,-0.085978,-8.7754
705.288,-0.08728,-8.9083
705.725,-0.085965,-8.7741
706.162,-0.086035,-8.7812
706.6,-0.087456,-8.9262
707.037,-0.086504,-8.8291
707.474,-0.086647,-8.8437
707.911,-0.087415,-8.9221
708.348,-0.087643,-8.9454
708.786,-0.088064,-8.9883
709.223,-0.088684,-9.0516
709.66,-0.088582,-9.0412
710.097,-0.089705,-9.1558
710.535,-0.090154,-9.2017
710.972,-0.090542,-9.2412
711.409,-0.090709,-9.2583
