time_s,force_N,weight_g
1229.07,5.609136,572.501
1229.507,5.614896,573.0889
1229.944,5.609042,572.4914
1230.381,5.607433,572.3271
1230.818,5.611144,572.706
1231.255,5.610022,572.5914
1231.692,5.606784,572.2609
1232.13,5.60974,572.5627
1232.567,5.610295,572.6193
1233.004,5.606335,572.2151
1233.441,5.605739,572.1543
1233.878,5.610152,572.6047
1234.315,5.606082,572.1893
1234.752,5.602563,571.8301
1235.19,5.606253,572.2068
1235.627,5.605388,572.1185
1236.064,5.600093,571.578
1236.501,5.602142,571.7872
1236.938,5.603869,571.9634
1237.375,5.59917,571.4838
1237.812,5.597856,571.3497
1238.249,5.601546,571.7263
1238.686,5.599574,571.5251
1239.124,5.59503,571.0613
1239.561,5.597353,571.2984
1239.998,5.598749,571.4409
1240.435,5.595802,571.1401
1240.872,5.595022,571.0605
1241.309,5.59819,571.3838
1241.746,5.596145,571.175
1242.183,5.593083,570.8625
1242.621,5.596267,571.1876
1243.058,5.596757,571.2376
1243.495,5.592369,570.7897
1243.932,5.593667,570.9221
1244.369,5.596618,571.2234
1244.806,5.592372,570.79
1245.243,5.590295,570.578
1245.68,5.592969,570.8509
1246.118,5.592091,570.7614
1246.555,5.586645,570.2054
1246.992,5.589074,570.4534
1247.429,5.589952,570.543
1247.866,5.585583,570.0971
1248.303,5.584383,569.9746
1248.74,5.587368,570.2792
