time_s,force_N,weight_g
987.766,3.660899,373.6527
988.203,3.660381,373.5998
988.64,3.66116,373.6793
989.078,3.659989,373.5597
989.515,3.65731,373.2864
989.952,3.658213,373.3785
990.39,3.657327,373.2881
990.827,3.65302,372.8485
991.264,3.650689,372.6105
991.701,3.653167,372.8634
992.139,3.654335,372.9826
992.576,3.652432,372.7884
993.013,3.654175,372.9664
993.45,3.654653,373.0151
993.888,3.65122,372.6647
994.325,3.651023,372.6447
994.762,3.65302,372.8485
995.2,3.651918,372.736
995.637,3.651706,372.7143
996.074,3.652763,372.8222
996.511,3.652428,372.7881
996.949,3.651624,372.706
997.386,3.652297,372.7747
997.823,3.654379,372.9872
998.26,3.652493,372.7947
998.698,3.651367,372.6797
999.135,3.651497,372.693
999.572,3.650775,372.6193
1000.009,3.648819,372.4197
1000.447,3.649509,372.4901
1000.884,3.649934,372.5334
1001.321,3.645708,372.1022
1001.758,3.643642,371.8913
1002.196,3.646696,372.203
1002.633,3.646104,372.1426
1003.07,3.642846,371.8101
1003.507,3.645312,372.0617
1003.945,3.646557,372.1888
1004.382,3.64354,371.8809
1004.819,3.643324,371.8589
1005.256,3.645839,372.1155
1005.694,3.645741,372.1055
1006.131,3.643928,371.9205
1006.568,3.644965,372.0263
1007.005,3.645014,372.0314
1007.443,3.642161,371.7401
