time_s,force_N,weight_g
157.302,0.982444,100.274
157.739,0.982481,100.2777
158.176,0.983163,100.3473
158.613,0.98271,100.3011
159.051,0.982648,100.2948
159.488,0.983138,100.3448
159.925,0.982889,100.3194
160.362,0.98215,100.244
160.799,0.983187,100.3498
161.236,0.982293,100.2586
161.674,0.982567,100.2865
162.111,0.982832,100.3136
162.548,0.98333,100.3644
162.985,0.98195,100.2236
163.422,0.982489,100.2786
163.859,0.98293,100.3236
164.297,0.982579,100.2877
164.734,0.982914,100.3219
165.171,0.981922,100.2207
165.608,0.982844,100.3148
166.045,0.982538,100.2836
166.482,0.982179,100.2469
166.92,0.982428,100.2723
167.357,0.982551,100.2848
167.794,0.982955,100.3261
168.231,0.982473,100.2769
168.668,0.982963,100.3269
169.106,0.982102,100.239
169.543,0.982379,100.2673
169.98,0.981971,100.2256
170.417,0.981518,100.1794
170.854,0.981473,100.1748
171.291,0.981554,100.1832
171.729,0.982253,100.2544
172.166,0.981656,100.1936
172.603,0.982673,100.2973
173.04,0.982183,100.2473
173.477,0.981579,100.1856
173.915,0.982102,100.239
174.352,0.981763,100.2044
174.789,0.982175,100.2465
175.226,0.981542,100.1819
175.663,0.982416,100.2711
176.101,0.982318,100.2611
176.538,0.982551,100.2848
176.975,0.983183,100.3494
