# title,OpeningAngleVariationHysteresis
# notes,
# independent_variable,F_in [g]
# F_in, g
# l_offset,10
# n_units,2
# l_curve,0
trial,F_in,mean_force_g,std_force_g,epsilon,n_samples,drift_slope_g_s
1,0,-0.4199971014492754,0.07497744557142519,,69,-0.0039479127034873504
2,100,92.9427579710145,0.18531440009901512,0.929427579710145,69,-0.017134480563271676
3,200,186.61557826086954,0.08069322238024206,0.9330778913043477,69,0.0005527226101928054
4,300,292.88608695652175,0.8417041514117858,0.9762869565217391,69,-0.09492460943499417
5,400,389.9457869565217,0.7232753285276515,0.9748644673913043,69,0.07720032839776456
6,500,485.2468449275363,0.24818895940287264,0.9704936898550726,69,-0.024664811613550715
7,400,408.7753710144928,0.13745739671691676,1.021938427536232,69,-0.010853052380533367
8,300,313.54553623188406,0.08005356106091235,1.0451517874396135,69,0.005563709997466482
9,200,213.74930869565216,0.23899257602248222,1.0687465434782608,69,0.025928197467180624
10,100,118.739431884058,0.5498773875341654,1.18739431884058,69,-0.04269112841863382
11,0,24.774313043478266,0.21126354040353568,,69,0.019160081856416183
