time_s,force_N,weight_g
1683.552,4.207435,429.4352
1683.99,4.207931,429.4859
1684.427,4.20704,429.395
1684.864,4.206096,429.2986
1685.301,4.206255,429.3148
1685.738,4.204241,429.1093
1686.175,4.204103,429.0952
1686.612,4.205466,429.2343
1687.05,4.204787,429.165
1687.487,4.204205,429.1056
1687.924,4.204884,429.1749
1688.361,4.205669,429.255
1688.798,4.205368,429.2243
1689.235,4.205775,429.2658
1689.672,4.205027,429.1895
1690.11,4.204367,429.1222
1690.547,4.204632,429.1492
1690.984,4.206015,429.2903
1691.421,4.205938,429.2825
1691.858,4.205262,429.2135
1692.295,4.207089,429.4
1692.732,4.205909,429.2795
1693.17,4.204148,429.0998
1693.607,4.204782,429.1646
1694.044,4.203574,429.0412
1694.481,4.201955,428.876
1694.918,4.201573,428.8369
1695.355,4.201406,428.8199
1695.792,4.202077,428.8884
1696.229,4.20215,428.8959
1696.667,4.202329,428.9142
1697.104,4.201625,428.8423
1697.541,4.201251,428.8041
1697.978,4.201972,428.8777
1698.415,4.203004,428.9831
