time_s,force_N,weight_g
2150.845,4.412606,450.3762
2151.283,4.412586,450.3742
2151.72,4.416589,450.7827
2152.157,4.41401,450.5195
2152.594,4.413375,450.4547
2153.031,4.417186,450.8437
2153.468,4.416695,450.7935
2153.905,4.415657,450.6877
2154.343,4.41881,451.0095
2154.78,4.417964,450.923
2155.217,4.416263,450.7495
2155.654,4.419005,451.0293
2156.091,4.419892,451.1198
2156.528,4.417016,450.8263
2156.965,4.418871,451.0157
2157.403,4.420485,451.1805
2157.84,4.417927,450.9193
2158.277,4.420254,451.1569
2158.714,4.422658,451.4022
2159.151,4.4199,451.1207
2159.588,4.419147,451.0439
2160.025,4.423102,451.4475
2160.463,4.421218,451.2552
2160.9,4.419534,451.0833
2161.337,4.422495,451.3856
2161.774,4.421808,451.3154
2162.211,4.419802,451.1107
2162.648,4.422467,451.3827
2163.086,4.420941,451.227
2163.523,4.417907,450.9172
2163.96,4.41968,451.0983
2164.397,4.420909,451.2236
2164.834,4.417634,450.8894
2165.271,4.418301,450.9575
2165.708,4.420616,451.1938
