time_s,force_N,weight_g
1098.246,4.026335,410.9511
1098.683,4.025435,410.8593
1099.12,4.025733,410.8896
1099.557,4.025562,410.8723
1099.994,4.023813,410.6937
1100.431,4.024126,410.7256
1100.868,4.023593,410.6713
1101.306,4.021896,410.4981
1101.743,4.020505,410.3561
1102.18,4.020847,410.391
1102.617,4.019415,410.2448
1103.054,4.019077,410.2104
1103.491,4.020172,410.3221
1103.928,4.019594,410.2631
1104.365,4.018613,410.163
1104.802,4.019293,410.2324
1105.239,4.019785,410.2826
1105.676,4.018976,410.2
1106.113,4.020411,410.3466
1106.551,4.020753,410.3815
1106.988,4.021506,410.4583
1107.425,4.021482,410.4558
1107.862,4.021429,410.4504
1108.299,4.021473,410.455
1108.736,4.021563,410.4641
1109.173,4.023088,410.6198
1109.61,4.022002,410.5089
1110.047,4.020639,410.3698
1110.484,4.019919,410.2964
1110.921,4.018621,410.1638
1111.358,4.017141,410.0128
1111.795,4.017816,410.0817
1112.233,4.017649,410.0646
1112.67,4.016856,409.9837
1113.107,4.016539,409.9513
