# title,OpeningAngleVariation
# notes,
# independent_variable,l_offset [mm]
# F_in,200 g
# l_offset,
# n_units,2
# l_curve,0
trial,l_offset,mean_force_g,std_force_g,epsilon,n_samples,drift_slope_g_s
1,24,172.2912869565217,0.3842563968287781,0.8614564347826085,69,-0.029885752235519016
2,20,172.505615942029,0.1134808971008789,0.862528079710145,69,-0.005046009087198028
3,15,177.50114782608694,0.42724670294693673,0.8875057391304346,69,0.017479907658597662
4,10,170.61630289855074,0.8892693648309077,0.8530815144927537,69,0.08402078110861905
5,0,171.94606376811595,0.20496181708324,0.8597303188405797,69,-0.020935558193390522
